words,embeddings
2 girls 1 cup,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
valium,"tensor([ 0.2189, -0.7339,  0.0216, -0.1669, -0.1613,  0.5957, -0.1344,  0.0816,
        -0.2177, -0.2418,  0.0487, -0.2219, -1.6540,  0.3793,  0.6291, -0.0730,
         0.0811, -0.4751, -0.3939, -0.1697,  0.0384,  0.1449, -0.3316,  0.3525,
         0.0308,  0.3090,  0.2693, -0.3631, -0.4260,  0.0522,  0.5885, -0.4639,
        -0.5947,  0.0857,  0.4333,  0.3533,  0.1075, -0.1425,  0.6505,  0.2043,
         0.2261,  0.2889,  0.6906, -1.3537, -0.7046,  0.3001,  0.1271, -0.3379,
         0.0073,  0.1569, -0.7538,  1.1527,  0.3692,  0.4507, -0.1616,  0.2254,
        -0.0913,  0.0543, -0.7174, -0.4192,  0.6901,  0.5968,  0.4018, -0.0454,
        -0.7193,  0.6719,  0.5268, -1.1933,  0.6526, -0.9018, -0.1824, -0.5404,
         0.8229,  0.7799, -0.4653,  0.2360, -0.2645, -0.4105, -0.0858, -0.0331,
         0.1153, -1.2045,  0.1972,  0.0903, -0.5038,  0.1598,  0.4033, -0.1572,
        -1.1031, -0.5624, -0.2611, -0.1934,  0.2389, -0.4745,  0.1200,  0.0165,
         0.6757, -0.1247, -0.3958,  0.2654])"
viagra,"tensor([ 1.2402, -0.1616,  0.2075,  0.1995, -0.0810,  0.3452,  0.6999, -0.1576,
         0.3677, -0.8251, -0.0406,  0.3081, -0.1308,  0.5219,  0.2174,  0.1542,
         0.3121, -0.0062,  0.5708, -0.3846,  0.5516, -0.6045, -0.8385,  1.1479,
        -0.6568,  0.6129,  0.5965, -0.9268, -0.7051, -0.7738,  0.6760,  0.7188,
        -0.1056, -0.4349,  0.1090,  0.6313, -0.4563,  0.4069, -0.2455,  0.0659,
         0.4281,  0.6808, -0.3814, -1.0245, -0.6713,  0.2854,  0.0502, -0.5808,
        -0.7016,  0.0029,  0.0500,  1.1529, -0.1920,  0.6166, -0.3773, -0.1333,
        -0.4736,  0.0764,  0.2299, -0.6859,  0.3552,  0.1354,  0.5951,  0.1007,
        -0.1717,  0.2160,  0.8003, -0.5573, -0.1046, -0.5214,  0.5452, -0.5498,
        -0.2965,  0.9323, -0.4353, -0.0445,  0.2586,  0.1408, -0.3309, -0.6072,
         0.5014, -0.8831,  0.1845,  0.6345, -1.5709, -0.4498,  0.5417, -0.3916,
        -0.8180, -0.2619,  0.9042,  0.3977, -0.3345, -0.5011,  0.4669, -0.2224,
        -0.2293,  0.1248,  0.4614,  0.5126])"
virgin,"tensor([ 1.9648e-02,  1.0430e-01, -3.9085e-03,  1.9718e-01,  8.8538e-01,
         2.3986e-01, -4.0578e-01, -1.9816e-01, -4.4177e-01, -4.1083e-01,
         7.4192e-01, -1.6896e-02,  7.6059e-01,  4.0641e-01, -2.9534e-01,
        -1.4495e+00,  1.2241e+00,  5.5680e-01,  4.7396e-01,  1.0973e+00,
         1.8488e-03,  2.6316e-02,  2.7759e-02,  6.7744e-01, -7.2211e-03,
         1.1009e+00,  5.6021e-01, -1.7580e-01, -5.4046e-01, -7.3554e-02,
         1.2951e-01, -2.0124e-01, -4.5194e-02,  2.6618e-01,  7.6071e-02,
         2.4138e-01, -3.9818e-01,  5.4175e-01,  8.2671e-01, -3.0011e-01,
        -1.9280e-01, -3.1217e-01,  3.0566e-01,  1.4009e-01, -1.7680e-01,
         1.2251e-01,  3.1803e-02, -8.8140e-03,  7.1964e-01, -1.1868e-02,
         1.6024e-01,  9.6358e-01,  1.1510e-01,  6.6067e-01, -5.3538e-01,
        -1.8667e+00, -3.0808e-01,  1.5491e-01,  1.2569e+00, -1.2340e-01,
         6.2173e-01,  2.4023e-01,  5.1172e-01, -1.1515e+00, -4.1055e-01,
        -4.8784e-01, -4.7095e-01,  1.6506e-01,  5.0165e-01, -8.9048e-01,
         1.8662e-01, -4.7876e-02, -2.3952e-01,  4.3626e-01,  6.3522e-01,
        -4.6295e-01,  7.9484e-01, -2.6177e-01, -5.8770e-01,  8.7806e-02,
        -6.0514e-01, -1.0013e+00,  7.0749e-01,  1.3946e+00, -6.1268e-02,
        -1.3824e+00,  1.7740e-02,  2.0766e-01,  8.5349e-01, -1.9650e-01,
        -1.7767e-01, -1.9386e-02, -1.8628e-02, -1.3312e-01, -1.0557e+00,
        -4.7199e-01, -5.9641e-01, -3.4958e-02,  1.2065e-01, -8.4039e-01])"
vixen,"tensor([ 4.0174e-02, -4.2598e-01,  6.0894e-01, -5.6063e-01,  2.9493e-02,
        -1.0012e-01,  7.5113e-01, -4.6737e-01,  2.6517e-01,  2.6625e-01,
         1.7924e-01,  3.2142e-01, -1.1990e-01, -6.3763e-01,  6.5923e-01,
         3.3480e-01,  5.7693e-01, -7.4882e-03,  5.8217e-01,  6.3327e-01,
        -4.3226e-01,  3.4081e-01, -3.2707e-01,  4.5874e-02,  1.7918e-01,
         9.5225e-01, -2.5961e-01, -2.8854e-02, -1.9377e-02, -1.3159e-01,
        -3.4157e-02, -1.2773e-01,  2.3196e-02,  1.4363e-01,  1.2999e-01,
         5.1549e-02, -1.7495e-01, -3.0260e-01,  8.0833e-01, -2.3404e-02,
        -2.1441e-02,  4.4776e-02, -6.2557e-01,  3.2453e-03, -2.2541e-01,
        -4.0879e-01, -1.4143e-01,  4.4717e-01,  3.8760e-01,  3.5574e-01,
        -6.9691e-01,  5.5562e-01,  2.3636e-01,  7.6475e-01, -4.5763e-01,
        -7.4337e-03, -8.5799e-04,  7.8374e-02, -9.9408e-01,  3.6162e-01,
         1.1831e-01,  6.6472e-02, -4.8661e-01,  2.0913e-01, -1.0434e-01,
         3.6586e-01, -1.0842e-01, -4.9725e-01,  1.7932e-01,  4.5221e-01,
        -9.9194e-02, -4.5307e-01,  1.1761e-01,  3.2852e-01, -3.7469e-01,
         2.7486e-01,  1.2414e-01, -1.3240e-02,  3.5125e-01, -5.1666e-01,
        -4.1641e-01,  1.9543e-01,  9.2790e-01,  7.6137e-01, -4.3630e-01,
        -6.9278e-02,  4.3597e-01,  1.3878e-01,  1.7487e-01,  3.0709e-01,
         5.2447e-02,  3.4699e-02, -3.0430e-02,  1.6316e-01,  6.2362e-01,
        -2.0471e-01, -6.3267e-01, -2.4811e-01, -5.7076e-01,  4.8165e-01])"
vodka,"tensor([-0.1463, -0.3230,  0.3758,  0.3783,  0.2023,  0.6358,  1.2812, -0.1662,
         0.4873, -0.1544, -0.9149,  0.0894, -0.6500,  0.6719, -0.6728,  0.1149,
         0.7363, -0.0639, -0.5095, -0.1091,  0.3647,  0.3549, -0.3133,  0.5952,
        -0.1753,  1.0296,  0.0302,  0.0477, -0.2904, -0.4857,  0.6190,  0.5399,
        -0.0885, -0.5077,  0.5433,  0.7431,  0.3467,  0.0584,  0.5882, -0.7837,
         0.7831, -0.6344, -0.0923, -0.7042,  0.0584, -0.0576, -0.4081, -0.8708,
        -0.2155, -0.5358, -0.0235,  0.1030, -0.6451,  0.2677, -0.7861, -0.5366,
        -0.3356,  0.8524, -0.2394, -0.1496,  0.7370,  0.0958, -0.3861,  1.4107,
        -0.5332, -0.1404,  0.8524, -1.0874,  0.0810, -1.0444,  0.2412, -0.0832,
         0.6040,  0.8908,  0.0272,  0.3784, -0.0681, -0.7824, -0.9343, -0.0123,
         0.2983, -0.3738, -0.0632,  0.5717,  0.1185, -0.3189, -1.0295,  0.2372,
        -0.1882, -0.0041, -0.0808, -0.3961, -0.8911, -0.8906, -0.4754, -0.8137,
        -0.3791,  0.1413,  0.1360,  0.5973])"
vomit,"tensor([ 0.3139, -0.5001, -0.1710, -0.7433, -0.4875,  0.9883,  0.3263,  0.2602,
         0.5612, -0.2560, -0.5125,  0.5179,  0.1802,  0.3547,  0.3200, -0.1124,
         0.4401,  0.1652,  0.4841, -0.1919,  0.1205, -0.0228, -0.3211, -0.1146,
         0.2160,  0.6384, -0.2806,  0.6135,  0.9224, -0.6423,  0.2596, -0.1424,
        -0.5366,  0.0577, -0.2113,  0.5165,  0.3280, -0.1100, -0.1719, -0.0334,
        -0.1981,  0.2647, -0.4362, -0.6904, -0.4403,  0.6745, -0.7552, -0.1204,
        -0.2150, -0.6088, -0.1825,  0.0749, -0.1143,  0.3165, -1.0402,  0.1274,
         0.3233,  0.5632,  0.0355, -0.0020,  0.0397,  0.9503,  0.2426,  0.5351,
         0.0692,  0.6898,  0.8607, -1.2433,  0.4213, -0.5895, -0.2370, -0.2871,
         0.8818, -0.2543, -0.5290, -0.0169, -0.3578, -0.0817,  0.0602,  0.1578,
        -0.3404,  0.3314,  0.1968,  0.3264, -0.0932, -0.5102,  0.5106,  0.4289,
        -0.9857,  0.4096,  0.3904, -0.2365,  0.5618,  0.3663,  0.6410, -0.4110,
        -0.0903, -0.1898, -0.6717, -0.2771])"
voyeur,"tensor([ 0.5550,  0.1376,  0.6161, -0.3333, -0.1888,  0.6390,  0.0023, -0.0492,
         0.2620,  0.6571,  0.0489,  0.3533, -0.1799, -0.9254,  0.0741,  0.2033,
        -0.2687, -0.3901,  0.0626,  0.1827,  0.1029, -0.0392, -0.6022, -0.2246,
         0.4578,  0.4552,  0.1873,  0.8903, -0.3102, -0.0649,  0.3041,  0.4281,
        -0.0383,  0.2729,  0.8444,  0.4080, -0.6434,  0.2632,  0.1320, -0.2882,
        -0.1023,  0.7861, -0.2757, -0.1071, -0.1936,  0.3188,  0.0454,  0.5290,
         0.3529,  0.6593, -0.0194,  0.0982,  0.0784, -0.2102, -0.3697, -0.0925,
         0.4061, -0.2323, -0.2770, -0.3910, -0.2420,  0.0649, -0.1902, -0.2989,
        -0.0365,  0.5814,  0.3929,  0.1888, -0.4005,  0.2798,  0.4605, -0.5253,
         0.1565,  0.1283, -1.0924, -0.1466,  0.9069, -0.2123,  0.5869, -0.6460,
        -0.1242, -0.1811,  0.2873,  0.3338,  0.2148,  0.6159, -0.1876,  0.2528,
        -0.2297, -0.3057, -0.1522,  0.5053,  0.9731,  0.0421,  0.6833, -0.2488,
         0.3442, -0.1604, -0.2185,  0.1078])"
vulgar,"tensor([ 5.3585e-01, -4.6000e-03,  5.6943e-01, -8.3509e-02, -5.0955e-01,
         1.1243e+00, -2.6277e-01, -4.3194e-01,  4.3453e-01,  9.7259e-01,
        -5.7083e-01, -3.2783e-01, -5.8193e-01, -9.5164e-05,  6.9310e-01,
         4.5250e-01, -2.1067e-01, -2.2737e-01,  4.3086e-01,  3.0402e-01,
         6.7636e-01,  4.0390e-01,  1.2545e-01, -9.4713e-03, -3.3380e-02,
        -2.3213e-02, -5.7952e-01,  6.0683e-01,  1.9304e-01,  1.5956e-01,
         2.1897e-01,  3.8114e-01, -6.2792e-01, -4.2115e-01,  4.3457e-01,
         3.7374e-01, -4.5055e-01, -6.9884e-01, -2.7410e-01, -1.3543e-01,
         3.4933e-03,  2.0378e-01, -7.9517e-01,  6.1347e-02, -2.0796e-01,
         1.8995e-01,  3.4077e-01,  1.7216e-01, -2.9892e-01, -1.0528e-01,
         4.2818e-01,  4.8717e-01,  2.2397e-01, -3.2740e-01, -9.0189e-01,
        -1.2454e-01,  2.6026e-02, -1.6737e-01,  7.1272e-02, -5.3661e-01,
        -2.1287e-01,  2.4011e-01, -7.2132e-01, -7.9838e-01,  3.3874e-01,
        -6.6557e-01,  1.5675e+00, -8.0345e-01,  1.3015e-01, -3.7693e-01,
        -1.5343e-01, -3.3321e-01,  4.1858e-01,  3.5429e-01, -1.2923e-01,
        -1.3717e-01, -7.3102e-01,  5.6263e-01, -2.1747e-01, -1.0679e-02,
        -1.9326e-01, -9.0520e-01,  1.6827e-01, -2.0322e-01, -9.9885e-01,
        -5.0456e-02, -2.1774e-01, -1.1706e-01,  3.4180e-01, -6.6283e-01,
        -1.9911e-01,  4.8338e-01, -1.7087e-01,  1.3019e-01, -7.5045e-02,
        -8.3634e-01, -1.1300e+00, -7.8950e-01, -5.2915e-01,  5.5681e-01])"
vulva,"tensor([ 0.5883, -0.0455,  0.4255,  0.2059, -0.1370,  0.7677, -0.3722,  0.5747,
         0.9862,  0.1449, -0.9838,  0.3416,  0.1666,  0.7347, -0.2112, -0.1607,
        -0.4950,  0.2709,  0.1213, -0.5789, -0.2105, -0.2503, -0.1265,  0.2961,
         0.5086,  0.6269,  0.2209, -0.3985, -0.0728, -0.0149,  0.1400, -0.1621,
         0.5548, -0.0777,  0.5834, -0.4515,  0.3958, -0.2490,  0.0107,  0.2971,
         0.2338,  0.1985, -0.2646,  0.3595, -0.1496,  0.1911, -0.1618,  0.2196,
        -0.2487,  0.2097, -0.1027,  0.2103,  0.6054,  0.1036, -0.5834,  0.6008,
         0.2888, -0.7461, -1.1602, -0.0405, -0.4754,  0.4666,  0.1570,  0.1384,
         0.5425, -0.0464,  0.0773, -0.4105,  0.4809, -0.4183,  0.1059,  0.4861,
         0.2596,  0.0296,  0.5530, -0.2068, -0.4619,  0.2346,  0.6500, -0.0065,
        -0.5643,  0.3444,  0.3629,  0.0055, -0.6292, -0.5613,  0.3785,  0.7990,
         0.8877, -0.0589,  0.0191,  0.4212,  0.4285,  0.1724,  0.5276, -0.1881,
        -0.1354,  0.2067,  0.4459,  0.3847])"
w00se,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
wad,"tensor([-0.2434, -0.3210, -0.3285, -0.4269, -0.2752,  0.7021, -0.5640,  0.1330,
         0.4152,  0.2302,  0.4259,  0.7195, -0.2147,  0.6588,  0.3628,  0.0724,
         0.4810, -0.2885,  1.2556, -0.3026, -0.0044,  0.7257, -0.4631, -0.2232,
         0.0152,  0.3393, -0.0567,  0.0371, -0.6719, -0.3379,  0.3147, -0.5631,
         0.7658, -0.0813, -0.9999, -0.1586, -0.3057,  0.3964,  0.1634,  0.3764,
         0.6526, -0.1658,  0.1835, -0.7279, -0.6809,  0.2122, -0.2311,  0.5072,
        -0.2010,  0.5453, -0.5787,  0.8466,  0.6526, -0.0042, -0.1189,  0.4234,
        -0.5754, -0.4379, -0.1364, -0.2693,  0.6979,  0.3734, -1.1121, -0.1573,
        -0.0449, -0.2049,  0.6996,  0.1636,  0.3436, -0.3158,  0.8073, -0.7767,
         0.2548, -0.0156, -0.5647,  0.7242, -0.5670, -0.4561, -0.0132,  0.4887,
         0.5613, -0.6012, -0.6306, -0.9606,  0.1519,  0.0757,  0.0635, -0.4972,
         0.1734,  0.2589, -0.0338,  0.1344, -0.1465, -0.0443,  0.1788, -0.1650,
         0.4711,  0.5967,  0.6998,  0.2602])"
wang,"tensor([ 0.6418, -0.4382, -0.3098,  0.2796,  0.8075, -0.3260,  0.1761, -0.3291,
         0.5613,  0.0274, -0.0175,  0.8695,  0.8658, -0.4494, -0.4383, -0.6224,
        -0.1957, -0.1878, -0.7481, -0.7993,  0.2965, -0.1376, -0.4000,  0.5880,
        -0.4372,  0.3797,  0.0277, -0.1098,  0.1490,  0.1971, -1.1320,  0.9860,
         0.6944, -0.2899, -0.3885, -0.2443,  0.1393,  0.6638, -0.5909, -0.6354,
        -0.3361, -0.5805,  0.3378, -0.9129,  0.9406, -0.2985, -1.0604, -0.3593,
         0.6299, -0.6281,  0.4271, -0.6451,  0.0272,  0.6153,  0.4231, -0.8384,
         0.3670,  0.7055,  0.1967,  0.6107, -1.2817,  0.0552, -0.5094,  0.7252,
        -0.4031, -0.4811,  0.4823,  1.2600,  0.0350,  0.4612,  0.0179,  0.4026,
        -0.2496, -0.4619,  0.4953,  0.6164, -0.4229, -0.1197, -0.3830, -0.3639,
         0.9519,  0.2244, -0.6170, -0.6876, -1.3353,  0.5547, -0.6802,  0.0793,
         0.8876, -0.1698,  1.4559,  0.2704,  0.6650,  0.0921,  0.1091, -0.1506,
        -1.0487, -1.0947, -0.1997, -1.1335])"
wank,"tensor([-0.0536, -0.0626, -0.3838,  0.2982, -0.3110, -0.2255,  0.8508, -0.1317,
         0.1256, -0.4120, -0.1707,  0.0685, -0.2842, -0.0497,  0.0395,  0.4968,
        -0.3444, -0.0540, -0.2204, -0.3223, -0.1447, -0.2098, -0.5565, -0.1494,
        -0.0019,  0.1356,  0.3322,  0.2634,  0.2521,  0.3418,  0.1223, -0.4253,
         0.1542, -0.0942,  0.3877,  0.1327, -0.3102, -0.3807,  0.4818, -0.2261,
        -0.0476,  0.3665,  0.3434,  0.5119, -0.6417, -0.0998,  0.4030, -0.0307,
         0.3962,  0.5084,  0.0519, -0.2753, -0.3894, -0.4923, -0.3047,  0.1876,
         0.1334,  0.1696, -0.7484, -0.3156,  0.5210, -0.1134, -0.1745, -0.2218,
        -0.5204,  0.5649,  0.0307, -0.0946,  0.1473, -0.9447, -0.8833,  0.4970,
        -0.4921,  0.3052,  0.0433,  0.1555, -0.0742,  0.4289,  0.3821,  1.1548,
        -0.4289, -0.3743,  0.4532, -0.2372,  0.1298,  0.5238,  0.3543, -0.1172,
        -0.0595,  0.0530, -0.2428,  0.3841,  0.3662,  0.0325,  0.3326,  0.0831,
         0.1392,  0.2848, -0.4094,  0.3002])"
wanker,"tensor([ 0.1915, -0.5840, -0.1317, -0.3031, -0.4531,  0.2094,  0.4656, -0.6347,
         0.0294, -0.3106, -0.3710,  0.3743, -0.0557,  0.3029, -0.3624,  0.6027,
        -0.0268,  0.1993,  0.0459,  0.3188,  0.2653,  0.2321, -0.5488, -0.5555,
        -0.4299,  0.1970, -0.0746,  0.0695,  0.2897, -0.1941,  0.2942, -0.2186,
         0.4200, -0.1108,  0.1967,  0.0286, -0.5922,  0.2012,  0.4186, -0.3549,
         0.1417,  0.2391,  0.1884,  0.2966, -0.4492,  0.1256,  0.2950,  0.2071,
        -0.1213,  0.4962,  0.1206, -0.4982, -0.3671, -0.5604, -0.0383,  0.5409,
         0.5107, -0.0070, -0.6804, -0.3871,  0.4657, -0.2220, -0.5972, -0.1179,
         0.0951, -0.0543,  0.2505, -0.2282, -0.4135, -0.3572, -0.5009,  0.4061,
         0.0307,  0.3470, -0.0619,  0.1207,  0.3519,  0.1699,  0.5192,  0.3366,
         0.1410, -0.2925,  0.3210, -0.2984,  0.1863, -0.2388, -0.0817, -0.4456,
         0.2435,  0.4375, -0.0345,  0.2681,  0.0527, -0.4879,  0.4351, -0.5109,
         0.5526,  0.2047, -0.2029,  0.3087])"
wanky,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
wazoo,"tensor([ 0.5976,  0.1259, -0.1042, -0.5599, -0.1515,  0.1057, -0.1714, -0.1404,
         0.2935, -0.0188,  0.4797,  1.0443, -0.6212, -0.4717, -0.3659,  0.3327,
        -0.5932,  0.7006, -0.1323, -0.1690, -0.4200,  0.4697, -0.3837, -0.3813,
         0.0642,  0.1218,  0.0204,  0.4586,  0.0441, -0.4750,  0.4224, -0.7176,
         0.4434, -0.6819,  0.0092,  0.6100, -0.3308, -0.5466, -0.4225, -0.3397,
         0.1436,  0.6340, -0.3841, -0.0149, -0.1040,  0.3626, -0.1434,  0.4531,
         0.0684,  0.2093, -0.6453,  0.2260, -0.4048, -0.2797, -0.1995,  0.3023,
         0.4327,  1.0001, -0.0445,  0.2605, -0.4423,  0.0132, -0.2097, -0.2087,
        -0.0735, -0.4517, -0.4182, -0.7178, -0.1334,  0.2201,  0.4693,  0.0629,
         0.3657, -0.2923, -0.1822,  0.2861, -0.0416, -0.1185,  0.1501,  0.1162,
        -0.0883,  0.1177,  0.3506, -0.0793,  0.4313,  0.3832, -0.1545, -0.0282,
        -0.2618,  0.8886, -0.3730,  0.3745,  0.2315,  0.2877,  0.9634, -0.1315,
        -0.0294,  0.5423,  0.2398,  0.5094])"
wedgie,"tensor([ 0.3021,  0.1865,  0.0546, -0.0974, -0.5681,  0.6396,  0.4754, -0.4408,
         0.0717,  0.5194, -0.2532, -0.3502,  0.2123,  0.1488,  0.3175,  0.3124,
        -0.8864,  0.2387, -0.7350, -0.0250, -0.5407, -0.5624, -0.5389, -0.6049,
         0.5749,  1.1864,  0.1392,  0.5232, -0.1156, -0.2459,  0.4517, -0.6273,
         0.0744, -0.5543, -0.4038, -0.3016, -1.1080, -0.2824,  0.4096,  0.3215,
         0.3898,  0.6991,  0.2794, -0.0973, -0.2487, -0.0509,  0.0782,  0.6234,
         0.3516,  0.7026, -0.4538,  0.3225,  0.0709,  0.3444,  0.1344,  0.4262,
         0.1216,  0.2022,  0.1493, -0.8626,  0.2530, -0.4955, -0.9405,  0.0147,
        -0.0674,  0.3036, -0.0822,  0.3158, -0.0551, -0.3800,  0.2310, -0.1541,
         0.4342,  0.7656, -0.1257,  0.1004,  0.0186, -0.2262,  0.0923, -0.3601,
        -0.3124,  0.2628,  0.6777,  0.3447,  0.7888, -0.0509,  0.1842,  0.5487,
        -0.3197, -0.2959, -0.2088,  0.2118, -0.0720, -0.3375,  0.4595, -0.2118,
         0.1411, -0.4961, -0.4606,  0.2329])"
weed,"tensor([-0.3276, -0.2754,  0.3328, -0.5431, -0.1947,  0.3730, -0.0954, -0.6488,
         0.7452, -0.1930, -0.1945,  0.4425, -0.4800, -0.0757, -0.0333,  0.4573,
         0.9080, -0.0966, -0.1158,  0.1442, -0.0682,  0.0651,  0.4217, -0.0898,
         0.3415,  0.7906,  0.5363, -0.2767, -0.7272,  0.1847, -0.4733, -0.1229,
         0.9333,  0.1070,  0.1230,  0.4105, -1.1140, -0.7431, -0.0703,  0.5412,
        -0.9339, -0.1373, -0.6221, -0.6693,  0.5565,  0.4550, -0.1471,  0.1177,
        -0.4265, -0.4446, -0.7233, -0.4681, -0.2437,  0.6808, -0.0084,  0.3461,
         0.4443, -0.0141,  0.5453, -0.6400,  0.5107,  0.3177,  0.0376,  0.5240,
         1.1463, -0.2388,  0.6282, -0.5789,  0.5359, -0.6507, -0.1437, -0.6151,
        -0.8868,  0.0780, -0.2518, -0.3213,  0.1951, -0.1378,  0.2633,  0.5972,
         0.9968, -0.5867, -0.8540,  0.0580, -0.2947, -0.0551,  0.4428,  0.0657,
        -0.4957,  0.5326, -0.2388, -0.4733,  0.1063,  0.2635,  0.2270, -0.3077,
        -0.3559, -0.8805,  0.2150,  0.1585])"
weenie,"tensor([-0.0793,  0.1953, -0.7071, -0.4317, -0.3610,  0.4390,  0.0591, -0.3913,
         0.6306,  0.1745, -0.2442,  0.7777,  0.1239,  0.0118, -0.5835, -0.0889,
        -0.0513, -0.4759,  1.7124, -0.4744, -0.8337,  0.8499, -0.9181, -0.3596,
         0.2927,  0.5880, -0.1615, -0.0501, -0.2853, -1.1057, -0.1611, -0.6189,
         0.9191,  0.6877,  0.5614,  0.7243, -0.5293, -0.1480,  0.1809,  0.0363,
         0.2853,  0.2208, -0.3044, -0.2271, -0.3382,  0.0837, -0.1080, -0.0483,
        -0.4141, -0.2871, -0.2890,  0.1369, -0.5430, -0.0298, -0.7575, -0.0453,
         0.5414,  0.6282, -0.5387, -0.3491, -0.1016,  0.4422, -0.4479,  0.2683,
        -0.0175,  0.1946, -0.3462, -0.5473,  0.2715, -0.1512, -0.2336, -0.2182,
        -0.9876,  0.3787, -0.4072,  0.8889,  0.4986, -0.1455,  0.7576,  0.3590,
         0.2053,  0.0280,  0.5452, -0.3723,  0.4789,  0.3691,  0.2324,  0.5748,
         0.2058,  0.3053, -0.0331, -0.1246,  0.2004, -0.2504,  0.0332, -0.0561,
        -0.0165, -0.1781, -1.0924, -0.6204])"
weewee,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
weiner,"tensor([-0.1202, -0.2896, -0.4832, -1.1392,  0.0723, -0.4804,  0.1184, -0.4688,
        -0.0282, -0.2548, -0.4553, -0.5296, -0.6341, -0.4264,  0.0029, -0.1408,
         0.1522,  0.3718, -0.2290,  0.0324, -0.1779,  0.1303,  0.6690,  0.1224,
        -0.0750,  0.2196,  0.5491, -0.2355, -0.3577,  0.4736,  0.0310,  0.4394,
         0.2186,  0.0864, -0.4106, -0.2757,  0.2756,  0.6085,  0.7618, -0.1858,
        -0.2581, -0.0548, -0.1054,  0.3920, -0.4777, -0.1533, -0.5146, -0.4823,
         0.5209,  0.1363, -0.2620, -0.5638,  0.3445, -0.2521, -1.0697, -0.2871,
         0.5755,  0.0109, -0.7461,  0.0926, -0.1894,  0.5023,  0.3545, -0.2049,
        -0.2521, -0.1642,  1.0023,  0.4918,  0.0762,  0.2453, -0.0066,  0.7599,
        -0.6221, -0.1220,  0.1016, -0.4866, -0.5540, -0.3352, -0.3046,  0.3191,
         0.0202, -0.1144, -0.3355, -0.7013, -0.6602, -0.0252,  0.3896,  0.2806,
         0.2971,  0.1372, -0.0715,  0.1237,  0.2800,  0.1586,  0.4909,  0.2328,
         0.5558, -0.1740, -0.8380,  0.4245])"
weirdo,"tensor([-0.0372,  0.1331,  0.1746, -0.4229, -0.4949,  0.5096,  0.1297, -0.4596,
         0.6517,  0.4849, -0.0722,  0.2380, -0.3187, -0.2947,  0.3428,  0.8816,
         0.0663,  0.0665,  0.4016,  0.2803,  0.3269,  0.3649, -0.6952, -0.7195,
         0.0756, -0.1707,  0.2367,  0.0925, -0.4787, -0.7618, -0.0831, -0.6058,
         0.1087,  0.2056, -0.1401,  0.1061, -0.7102,  0.0363,  0.3305, -0.1957,
        -0.3430,  0.6401,  0.1775, -0.1441, -0.0683, -0.4092, -0.2129,  0.5418,
         0.1892,  0.3493, -0.6281, -0.1294, -0.1360, -0.1682, -0.3197,  0.4692,
         0.3136,  0.0732, -0.6567,  0.4785,  0.2963,  0.3767, -0.8139, -0.2919,
         0.1678, -0.1247,  0.1173,  0.1040,  0.1063, -0.1969,  0.0671, -0.2146,
        -0.1863, -0.0180, -0.4402,  0.1165,  0.5436,  0.1738,  0.8178, -0.1392,
        -0.1814, -0.1244,  0.2421, -0.1544,  0.0900,  0.0954,  0.0702,  0.1495,
        -0.4165, -0.4903,  0.0549,  0.1793, -0.1228, -0.2889,  0.1861, -0.3418,
         0.3003, -0.2113, -0.2041,  0.5319])"
